founded_year,country,region,industry,funding_round,funding_amount_usd,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags,funding_year,funding_month
2020,229,3,3,3,389505000,5,148,139,52805845.38549053,821097551.5968379,False,2,15908,2017,6
2006,94,3,0,4,1010269000,3,201,380,70409048.88429198,7891555410.005329,False,2,3636,2018,2
2023,8,1,5,1,2080624000,5,115,391,621542980.7370462,20471312090.664,False,2,6097,2015,12
2008,235,1,4,6,111376000,0,187,418,41287371.41792636,1098297513.3619554,False,2,4495,2020,3
2016,225,3,6,4,141190000,1,181,728,39469646.00757292,843249699.8276478,False,2,2773,2024,10
2005,17,4,4,6,114071000,4,222,678,32420218.540957317,1005743247.9851918,False,2,12679,2020,2
2008,143,0,0,1,174799000,2,71,222,54900748.37608038,594517854.6272494,False,2,15427,2021,1
2017,199,0,2,3,820662000,6,216,970,196583393.7172089,7612548244.855831,False,2,8398,2019,9
2022,73,5,0,2,228640000,1,185,679,60874401.80808555,2093644152.261502,True,0,7894,2021,4
2017,114,1,1,5,251030000,0,142,625,33739326.100152284,517219949.8934995,False,2,11699,2019,4
2005,140,5,0,2,2731370000,4,236,773,1054972311.0506572,6686566511.059393,False,2,10302,2016,7
2016,32,1,2,4,59286000,3,185,153,16889540.021303616,197700235.6615776,False,2,1613,2025,5
2008,169,3,1,3,727253000,0,201,199,357029384.1329081,7187280664.018245,False,2,13565,2016,1
2015,56,3,3,0,410837000,1,87,563,87706370.0267673,3131977422.307898,True,1,16945,2022,8
2018,39,4,2,6,450519000,2,85,511,118722381.96819414,3504189931.947712,False,2,17626,2017,6
2008,57,5,6,2,1457697000,4,216,195,402721673.6786853,9705644723.62494,True,2,6517,2018,5
2005,235,5,2,4,2862341000,0,235,708,1237632197.8917823,16120274092.593733,False,2,7190,2022,12
2020,62,4,5,6,302871000,6,7,655,82072127.74906273,2841503308.514515,False,2,2773,2016,11
2019,122,3,3,2,140416000,1,111,334,68364780.85879853,355442603.0792876,False,2,8989,2021,11
2014,18,4,5,4,7947966000,5,209,490,2625645678.399727,17520609948.023426,True,1,3803,2017,1
2014,167,4,4,4,53201000,2,81,154,13064657.178606533,490731810.5090436,False,2,4328,2017,4
2011,9,0,6,5,239060000,2,185,62,66731766.983591504,1594742711.1321623,False,2,1941,2016,4
2013,25,1,0,4,230703000,3,19,218,24674225.027678784,2139337640.3145664,False,2,14648,2018,6
2019,23,3,2,1,2907079000,3,82,883,843822384.220412,18878828659.344093,False,2,5005,2018,12
2022,173,2,0,5,513270000,2,185,853,153237585.0215113,2087554193.149737,False,2,6716,2018,7
2014,120,1,1,6,361559000,2,87,93,46034519.18344313,2498956337.1465445,False,2,15201,2015,9
2016,14,3,6,5,481732000,2,148,819,210667774.7956921,1685301016.5875788,False,2,12446,2015,11
2013,158,3,2,4,1517093000,5,67,875,453649785.5247304,8388020131.054545,False,2,11055,2020,6
2011,145,1,1,4,211829000,0,41,89,30246590.219319567,1928999834.8844588,False,2,5674,2024,9
2019,189,0,3,5,319327000,1,222,843,68009814.9669246,2830433423.749072,False,2,15886,2025,4
2016,102,3,4,5,233856000,2,25,25,62015137.87824735,1315745006.7317674,False,2,5760,2018,7
2020,134,2,4,6,1235076000,1,210,52,560319213.7871851,8546387648.272799,False,2,2907,2022,4
2016,224,0,0,0,1122932000,2,146,844,481387078.2739128,5011321247.231879,False,2,10559,2019,6
2018,118,3,3,5,22129000,5,111,445,5249410.920493365,67360604.98043628,False,2,17681,2020,3
2020,229,3,3,4,726580000,4,118,396,148881298.70762742,6921445108.872908,False,2,7349,2020,10
2019,11,0,3,3,475354000,2,240,428,195868305.6330377,3964249021.732685,False,2,204,2023,2
2013,184,3,6,2,1131911000,6,130,612,228290713.93687868,9800153213.775703,False,2,17150,2024,1
2010,55,1,6,1,1063211000,5,0,327,519043043.6018496,3014405645.569253,False,2,12563,2017,7
2010,166,0,0,2,276524000,5,143,305,78766039.4601248,2074623218.897015,False,2,9741,2017,3
2016,201,3,3,6,552508000,5,151,625,175467870.71265802,3789117961.371065,False,2,9221,2023,3
2022,85,2,0,3,2271434000,2,0,27,395533888.0013256,10046968939.08975,False,2,14136,2022,10
2009,175,4,0,3,2092000000,6,50,950,802008494.0651515,9450872052.664791,False,2,726,2017,8
2013,166,3,3,6,326426000,3,37,501,139813460.68133354,1182526568.786272,False,2,6370,2023,9
2021,220,4,5,4,228343000,1,127,660,37844177.83899675,753062788.5426276,False,2,10398,2020,5
2020,158,3,5,3,316556000,4,7,288,87244414.4438734,1262938644.839187,False,2,8642,2015,11
2018,139,4,2,4,1213901000,2,222,831,83660361.44013864,11773285043.788313,False,2,10364,2016,12
2010,53,4,0,4,298689000,6,44,458,28290456.6296338,1673047754.893762,False,2,4316,2017,7
2013,206,3,2,3,863418000,6,24,565,257114554.4220372,5667180458.998147,True,1,11578,2023,8
2013,94,5,6,4,579773000,4,111,853,189752725.56395304,1555985237.856638,True,1,5355,2019,7
2010,210,5,2,6,848580000,2,1,277,242796781.49669835,5450767273.491099,False,2,11958,2018,9
2009,54,2,2,4,138465000,0,20,587,66790969.46463029,910935362.9128544,False,2,3923,2025,4
2007,186,0,0,4,690305000,3,142,186,163873949.14806953,5045917614.530947,False,2,5028,2015,11
2022,172,2,2,2,354306000,5,38,339,132664714.47266528,3374461691.750852,True,0,16924,2018,4
2008,121,1,4,2,128536000,6,228,394,32262817.636648197,905409748.029184,False,2,15160,2025,6
2014,59,5,6,5,1198566000,5,183,137,331190104.9602965,9074714918.296017,False,2,17975,2017,8
2011,139,5,5,3,24757000,2,91,404,8517680.853560302,51073428.8938293,False,2,18142,2024,12
2007,188,5,0,4,515669000,3,68,12,63254692.26299653,4206096375.282418,True,1,13657,2020,4
2013,147,5,1,5,346268000,0,185,690,144376763.03078118,3281937190.731689,False,2,10071,2022,11
2006,158,2,5,5,518281000,5,223,683,75181973.9313253,1570016485.349597,False,2,16048,2020,5
2023,88,2,3,4,1950158000,6,148,511,864490722.6634123,9990052839.981018,False,2,2682,2024,7
2012,164,3,4,6,374380000,2,74,971,165069020.64508963,2432621202.67932,False,2,11056,2020,10
2005,103,5,3,3,271060000,4,196,470,91793978.17642409,1091683100.1488302,False,2,16076,2016,3
2013,240,4,4,6,652179000,0,74,109,305222950.1097576,5252207726.160584,False,2,18430,2023,7
2006,46,1,6,3,684426000,6,37,255,196335156.73488984,1369139203.5810137,False,2,6517,2022,8
2020,23,2,4,0,959688000,5,74,850,182797268.98286176,5067715640.945192,False,2,4250,2024,3
2018,40,2,4,2,80456000,0,18,562,7929614.384577766,791671641.8529971,True,1,9093,2016,12
2006,148,5,4,6,3246263000,0,185,365,928454677.0074182,15666211177.951777,False,2,9902,2021,3
2021,61,3,6,4,1767934000,0,13,533,823743245.6023707,8393410131.819758,False,2,16087,2017,3
2015,111,3,5,6,639207000,2,22,812,286489645.5566893,3716525207.486581,False,2,9231,2018,12
2014,86,0,0,4,378329000,6,111,608,63299779.60664583,1148567316.9875968,False,2,8470,2018,1
2019,17,1,3,6,901599000,4,222,622,87933078.90476167,7143673959.534357,False,2,18049,2017,3
2007,155,0,1,4,1134166000,0,222,226,514832473.83048296,2774877090.176266,False,2,16739,2015,11
2014,227,2,4,0,70393000,2,61,188,29187980.35934639,207765022.77933016,True,1,18062,2019,10
2018,92,4,1,4,73630000,0,222,446,8698204.979639014,372879701.714172,False,2,462,2019,8
2017,37,2,5,3,117399000,3,229,4,53565020.80774816,387182288.1661751,False,2,4253,2019,5
2021,91,5,2,5,529056000,3,148,261,114015629.45724632,4193246564.3591,False,2,11578,2017,8
2023,223,0,5,6,430597000,3,0,999,100443408.60614422,4117786107.645638,False,2,1802,2025,1
2023,61,1,0,4,202417000,5,41,370,59869724.81641581,1842216335.763068,False,2,12080,2018,7
2021,171,1,2,1,504752000,1,241,597,182400218.28835413,1619559747.5761049,False,2,12902,2021,10
2016,23,4,0,5,173084000,1,182,857,74723771.57773714,1563488119.95434,False,2,10374,2021,2
2022,142,0,1,3,569722000,0,235,622,206434490.75628445,2439227986.268276,True,0,15815,2017,7
2009,81,0,5,2,4054141000,3,148,759,404682040.2916517,26013001995.16985,False,2,16924,2017,8
2020,105,5,3,6,23334000,6,37,914,3151289.970189231,82185927.71762346,False,2,11118,2016,7
2016,63,2,6,5,219904000,2,85,632,108492000.76244304,2070673087.392308,False,2,2895,2018,8
2016,167,5,0,5,1192999000,6,122,500,179587591.17767987,11778147607.454887,False,2,14105,2025,3
2018,84,0,4,4,267294000,5,222,578,37863626.00326373,1727814882.9685123,True,1,5023,2016,8
2008,113,4,4,4,678473000,6,87,435,274927732.3264972,5168838058.686318,False,2,16610,2020,1
2017,121,2,2,2,105935000,3,148,565,33382083.1773606,576704205.7102855,False,2,2603,2018,7
2018,84,3,5,4,268290000,0,256,838,42996503.55352858,2230672343.024724,True,0,2650,2017,7
2020,213,1,3,2,658973000,5,23,492,116333958.8486459,2046620841.2894292,True,1,7894,2024,12
2015,76,1,6,4,731895000,1,37,665,247009310.70637488,5304130976.143875,True,1,15170,2020,5
2014,239,1,6,6,841077000,6,134,847,293278082.4401536,6598065398.345792,False,2,136,2017,12
2023,180,2,4,3,1063533000,4,218,158,177443412.05226895,5647081912.321746,False,2,8314,2018,1
2021,65,4,3,4,283843000,0,83,210,79389477.63078447,2398423320.192624,False,2,12996,2024,11
2007,167,0,1,3,638783000,3,222,545,276926795.7672983,6386456063.269055,False,2,4767,2018,7
2014,204,3,0,2,20050000,4,184,872,8159217.65041249,88490896.56826028,False,2,2773,2020,11
2008,222,5,6,4,636427000,2,136,66,228537282.86659223,3762170331.5322495,False,2,10559,2019,11
2009,167,5,6,3,213694000,2,56,358,80365305.64766067,535161577.4763008,False,2,12080,2017,7
2005,91,2,0,0,439190000,5,148,823,134038445.56532064,2749498633.761232,True,2,2200,2017,9
2022,49,0,1,6,556114000,6,222,971,164102017.8569797,4593310905.839372,True,0,683,2018,5
2010,138,3,1,4,1642991000,3,148,305,124904886.0924873,9708861432.94897,False,2,1915,2018,8
2018,24,2,4,4,85506000,1,223,722,35631100.534490995,385359379.4008488,False,2,4377,2022,2
2011,239,4,3,6,1989098000,2,37,835,161471950.92777866,10081696495.54315,True,2,4359,2021,9
2023,194,0,5,4,102348000,2,185,494,41110171.21365124,752555549.5369374,False,2,15761,2023,9
2006,87,4,2,6,5351582000,4,148,140,881434529.9467919,51255853997.29596,False,2,6772,2016,8
2009,231,0,0,4,1651182000,5,1,707,822934037.149676,5458115498.955784,False,2,1133,2019,8
2010,14,3,0,3,1559969000,3,132,951,454767472.2600857,3815956099.452988,False,2,14241,2021,10
2022,1,0,6,4,147043000,0,0,721,40625714.54637009,995145455.527408,False,2,5557,2018,3
2012,69,0,4,3,2136137000,0,58,234,265660367.9725456,6472650043.26017,False,2,12850,2015,10
2008,144,1,2,3,279072000,3,178,335,119406954.04383849,1130270685.5063975,False,2,1185,2024,11
2013,3,3,3,2,106569000,3,83,326,51766348.18076467,814253617.4992188,False,2,11604,2017,9
2015,37,0,4,2,59249000,3,38,5,27260444.4118639,262612039.53711888,False,2,12074,2023,4
2010,155,0,5,3,191740000,4,0,891,95786982.21138984,1127799805.0474098,False,2,18475,2021,4
2022,125,4,2,5,5714432000,1,229,971,2053254458.7917967,20642289573.7387,False,2,7241,2023,1
2005,78,3,3,5,1366842000,2,185,244,605795577.2556875,3492921454.536752,False,2,12744,2016,6
2012,60,2,5,5,550446000,2,111,833,224294282.96453083,4976069792.101926,False,2,9114,2021,6
2010,50,4,5,5,163936000,3,226,360,61889694.06479853,929678795.562428,False,2,4392,2019,6
2022,158,0,2,0,2159757000,1,175,159,759102710.9523803,9051133207.151949,False,2,1602,2017,6
2011,43,3,1,0,543026000,2,0,332,224379967.36902145,2081295872.098456,False,2,7192,2018,5
2012,146,3,6,5,489462000,3,210,288,178802081.438987,3172518839.126841,False,2,9055,2018,1
2013,88,3,6,4,923942000,0,19,928,370322864.3728373,2797144524.217381,False,2,10401,2020,9
2020,94,5,3,6,282339000,0,105,789,86533604.47266659,2300152889.112941,False,2,15589,2023,1
2013,190,5,5,2,1362846000,0,201,847,403147214.55827886,6093423014.404453,False,2,8961,2025,3
2012,208,3,6,3,612681000,3,11,752,260985274.2631785,3418247183.753362,False,2,15542,2021,1
2009,54,0,1,2,2722946000,5,192,908,208402108.46581224,12837146671.300602,True,0,8067,2017,6
2013,40,1,6,3,3216849000,6,83,619,643612840.6219076,7558424030.527632,False,2,617,2017,7
2007,181,5,3,0,530794000,6,148,735,103473736.37472884,3192573629.198709,False,2,7154,2023,11
2007,88,5,6,4,160553000,2,67,27,42959098.99856108,1161440034.975786,False,2,11924,2019,5
2006,142,5,5,3,276955000,1,192,442,58911374.234701805,1788460475.9377785,False,2,6796,2020,8
2018,32,1,0,5,805809000,0,234,670,309163444.3091068,4083427821.042091,False,2,16579,2020,5
2017,107,4,1,4,1157553000,2,34,186,403686927.1032693,9324086487.10236,False,2,10965,2021,10
2008,48,2,5,3,121984000,2,230,176,33409729.464056525,317576450.5305958,False,2,10397,2018,12
2014,128,5,2,5,68126000,4,0,873,33997721.47618875,453135972.353006,False,2,11055,2023,7
2006,60,2,4,3,1079908000,0,67,596,268859880.53846985,8742833212.467394,True,0,4504,2019,10
2014,28,0,6,6,439618000,3,142,864,87532575.15452881,2572616380.1055694,False,2,759,2024,1
2022,71,3,1,2,704131000,0,81,151,255045453.386131,5200700246.746935,False,2,1436,2023,3
2016,189,4,0,2,940548000,4,25,554,450943453.6751045,4626721453.340817,True,0,2471,2020,4
2017,31,2,4,3,2056504000,0,111,294,103978266.01682952,6571968140.63367,False,2,8721,2019,12
2010,116,2,4,3,204746000,3,234,312,12498272.1889188,871222864.7811201,False,2,9398,2022,5
2019,197,2,0,3,168932000,3,222,51,19753588.897307508,454075974.9499205,False,2,15627,2021,5
2013,222,1,1,4,105593000,1,167,967,9147155.710148888,362721150.4906496,True,1,6123,2018,2
2017,114,5,2,6,646369000,4,222,634,284753490.8373672,4030416186.977144,False,2,14010,2022,11
2005,137,2,3,3,65187000,1,56,602,18399912.95811442,514193233.8388401,False,2,6316,2023,9
2009,76,2,6,5,591245000,4,258,634,188272110.7339833,3722953631.113673,False,2,7894,2017,5
2013,107,1,4,5,1985412000,1,92,53,865022838.1289501,6999481448.606873,False,2,6352,2023,4
2022,223,1,0,4,92216000,0,241,712,38811601.01336157,541549645.8242594,False,2,11401,2016,1
2010,211,1,3,6,432922000,3,148,925,84033879.93598682,3076888684.8359323,False,2,18434,2015,9
2010,236,2,3,4,409445000,1,141,636,50461867.945988566,3310904890.60062,False,2,17079,2017,2
2005,158,4,0,4,1038419000,5,44,507,137545038.43561423,8701557807.153107,True,1,15189,2023,4
2020,105,3,2,6,295879000,0,185,29,39588030.74272303,638101178.9293525,False,2,3210,2020,5
2012,49,3,0,3,50130000,2,254,392,16977505.552584413,251542024.26631245,False,2,6693,2022,4
2017,114,0,0,4,657998000,2,155,388,275623233.07953125,5255569416.940252,False,2,2857,2021,1
2014,158,2,2,4,324109000,1,104,264,91965760.2746518,1641089804.2270918,False,2,2252,2020,9
2018,130,0,6,3,433233000,6,117,859,137445212.16653416,1423465881.2466967,True,2,7089,2020,8
2022,149,0,3,2,132497000,2,148,949,65051073.168280266,1133026025.8910944,False,2,11736,2016,4
2023,143,5,3,1,870275000,4,148,452,114459748.79197118,5528854240.872541,False,2,493,2020,1
2023,3,3,5,2,1955484000,1,107,945,748715373.3150266,8541164691.050868,False,2,16080,2017,12
2019,222,4,5,4,356517000,5,81,346,76278266.42064273,884698773.2478814,False,2,2728,2023,3
2019,110,1,2,4,2382574000,2,210,428,568321744.6490812,22790940128.849903,False,2,160,2024,9
2005,180,1,6,5,685307000,2,225,684,76575740.10110322,6254698547.694896,False,2,17648,2024,5
2023,207,2,5,5,213441000,1,19,234,105688919.67631908,1698167893.3372374,False,2,3533,2023,6
2023,90,4,2,3,307683000,0,74,805,88794446.56024928,1584461284.1618996,False,2,16760,2024,5
2008,85,5,1,3,848347000,0,19,855,213790824.39358327,5134007191.398139,False,2,4026,2021,5
2010,38,0,2,2,86214000,0,37,644,22230557.460571475,615447007.5314233,False,2,11055,2021,6
2009,37,5,2,4,251121000,6,160,802,40562044.33014704,1661203232.6294286,False,2,11714,2015,7
2017,81,0,1,5,1004033000,4,122,218,490552300.7279201,6440503866.606784,False,2,18311,2020,8
2011,161,0,6,5,176451000,2,37,955,58839574.531368345,669963458.2104778,False,2,12243,2021,1
2021,49,1,1,4,1054342000,2,18,777,254475500.44130084,4106249513.4734592,False,2,10056,2021,12
2007,93,5,4,3,73706000,1,136,167,9260341.793421227,182554922.8844801,False,2,4015,2022,7
2023,93,4,1,4,1067836000,3,198,797,356989155.4011975,7232042674.184703,False,2,11913,2020,12
2018,82,4,1,5,280785000,3,111,69,80138969.5473847,2550875197.833693,False,2,6494,2017,6
2023,145,2,1,4,189091000,1,0,690,27348939.687249564,704171039.4663234,False,2,17460,2015,12
2008,127,4,5,4,456866000,1,99,686,164988677.94768882,2181057833.1884823,False,2,10247,2019,8
2011,14,0,3,5,1695640000,2,219,50,724880766.5096332,9492580985.05132,False,2,17092,2020,9
2008,60,2,5,5,352340000,6,200,375,145843270.2298819,861638147.0356025,False,2,11736,2022,11
2019,151,1,6,3,1112071000,3,129,791,397309673.1743803,3483251554.654507,False,2,9902,2018,4
2020,170,3,5,2,906297000,1,222,121,208349515.96224904,6256471936.727317,False,2,1028,2023,12
2019,228,4,4,4,57212000,6,185,656,11985947.942912642,489346904.3293559,True,0,7929,2020,10
2008,162,5,1,3,1030347000,0,75,89,111086007.66490884,4985822265.659575,False,2,4177,2019,12
2019,49,4,5,4,706284000,6,185,443,62652076.79841301,3042645260.164167,False,2,9161,2019,3
2006,57,1,5,3,663284000,6,198,431,109053694.73352247,3134377451.289863,False,2,15002,2022,3
2022,190,3,5,6,486131000,4,153,419,113532871.1437802,1091457378.5279653,False,2,4414,2019,12
2007,20,4,2,2,193237000,1,37,282,86045860.52877043,1027707499.002143,True,0,1824,2024,10
2009,159,0,1,6,671805000,4,56,886,297865545.9747931,5292300039.78394,False,2,10858,2015,10
2022,204,3,1,0,235943000,6,123,529,98105302.68784577,1530616313.0437944,False,2,3818,2025,2
2011,161,4,2,3,1814811000,3,74,209,228770123.6405932,16584929335.223242,False,2,16882,2024,8
2007,79,4,2,5,1158706000,5,0,858,358186155.51371,2793422155.720229,False,2,16751,2022,6
2022,201,4,4,0,353250000,6,0,142,142426476.00664493,778709645.630795,False,2,2707,2016,5
2017,196,3,6,4,322866000,1,172,991,107841498.89292748,1750884696.7096047,False,2,10714,2019,2
2012,184,0,2,5,203842000,3,100,76,46663925.62084962,1105583007.719345,False,2,4361,2020,10
2011,62,4,1,5,676134000,1,71,115,94998527.66826797,3705272847.261592,False,2,5845,2018,11
2022,116,0,2,4,199934000,6,225,372,97255135.71757026,1883860487.1917696,False,2,14032,2020,8
2018,174,1,6,3,692313000,4,176,505,248169278.4963234,5924573705.038687,False,2,4912,2020,2
2016,135,5,4,3,604106000,0,118,786,97699282.65126328,3406102080.549701,False,2,6268,2023,8
2020,19,2,1,6,184051000,5,223,577,65913026.04953702,872666874.3772541,False,2,7968,2017,8
2022,223,3,5,2,173711000,1,130,154,25568451.90284481,365399988.7246421,True,0,14620,2017,9
2017,227,5,3,2,2042286000,0,97,290,678664241.8986818,18749203841.54104,True,1,9142,2017,6
2021,214,4,1,4,251661000,4,148,451,77568430.82142001,599621052.6167417,True,2,9720,2021,5
2012,113,3,4,3,51049000,0,222,85,22064763.035247754,370317138.79967815,False,2,5510,2025,1
2013,22,5,6,2,78489000,3,0,16,13314348.238317024,597304375.4107572,False,2,7368,2022,12
2014,110,0,6,0,1167227000,6,72,632,248175325.43997735,11217221095.456017,False,2,4217,2025,2
2014,118,5,3,2,916400000,1,136,566,388996802.0572396,3761623398.9064326,False,2,8076,2020,7
2022,83,0,2,4,1063529000,5,231,208,451584877.9884464,8993697798.631247,False,2,12741,2015,7
2017,183,5,3,4,351800000,3,105,85,171350100.980152,913020773.2817916,False,2,16768,2016,2
2016,96,1,2,3,394995000,4,241,189,181979814.2379808,2475919261.17008,False,2,14624,2024,8
2020,11,2,0,3,206292000,0,118,268,96985038.30936553,668905767.2242138,False,2,13696,2023,1
2005,163,1,3,4,170505000,0,28,195,60484362.00102373,925208494.5910516,False,2,5675,2021,2
2006,12,2,6,4,1582027000,6,37,580,295392669.15086687,13989813819.28246,False,2,14269,2021,7
2016,237,0,2,5,99822000,1,167,716,11778795.113511857,341117676.0619785,False,2,8927,2017,9
2008,84,5,5,1,241715000,5,37,44,68906769.10781136,587980604.9553165,False,2,6517,2021,4
2007,231,5,1,3,400692000,6,185,323,146407597.05624548,3010410026.592922,False,2,222,2020,10
2005,169,4,4,4,185862000,0,0,789,84526839.30093859,1124341382.8928795,False,2,5845,2023,4
2015,13,3,5,0,895787000,1,0,353,104258749.4367024,6618758215.394566,False,2,10543,2016,5
2014,151,0,6,5,228203000,3,148,376,83174254.70081957,809370674.1839397,False,2,16784,2023,11
2016,134,4,2,4,778042000,3,204,841,130615400.4915344,4790924079.899591,True,0,7023,2019,10
2017,157,1,0,0,726125000,3,47,35,54726347.383367874,2578592848.3380365,False,2,5005,2024,3
2012,6,0,1,4,85140000,2,62,314,6208550.6334479535,776125836.0759853,False,2,8358,2018,10
2021,223,2,0,3,667981000,3,0,258,103261713.83660856,5486329601.173798,False,2,891,2024,10
2021,197,4,0,3,2858007000,3,110,111,601137774.138358,19495878510.340218,False,2,17230,2021,3
2013,123,0,6,4,218929000,2,208,133,75630747.02030155,654376810.5140033,False,2,1751,2019,4
2022,189,4,1,2,312303000,1,181,69,126255514.96230312,2004808905.7677877,False,2,18376,2021,5
2014,88,3,2,3,1097950000,0,74,673,145361516.8905721,5316537213.7391,False,2,16924,2016,6
2009,168,3,0,6,345358000,0,226,351,49457865.21422309,1447207451.19143,False,2,6404,2017,10
2012,211,3,0,4,282258000,6,74,224,116119931.52491604,745254394.6551368,False,2,2884,2018,2
2020,89,1,3,5,91486000,4,222,654,24490412.16924622,338727794.4163626,False,2,2558,2019,11
2019,49,5,2,6,1834327000,5,167,733,878810875.2076889,13407302170.836325,False,2,11196,2016,5
2006,171,4,1,2,420523000,6,117,827,50419841.02337646,3900810097.278071,False,2,12536,2020,11
2014,162,5,5,2,91092000,0,201,785,23858868.098431177,236057030.39321905,False,2,7532,2017,1
2017,112,3,6,1,438861000,1,222,848,60762556.55892064,3374308323.8676386,False,2,10295,2024,1
2020,49,4,1,4,118380000,5,62,567,28604701.08534911,771237850.7567327,False,2,16655,2019,3
2020,28,0,5,1,795548000,3,111,584,373991462.16421247,3983286404.011984,True,2,14762,2024,2
2023,88,0,3,3,516465000,0,118,30,234016226.37659663,5139764760.578289,False,2,9230,2016,9
2010,139,0,4,2,198843000,0,32,405,71143646.65061323,953739187.832318,False,2,16132,2023,9
2023,205,2,6,3,310473000,0,222,445,41865321.16830283,1135649006.4322426,False,2,6746,2019,3
2008,57,0,2,4,1863723000,2,247,63,664279474.7190546,4051555573.990663,True,1,18592,2022,11
2010,177,5,1,6,67565000,4,231,741,33211145.30071318,157155823.0604622,False,2,16683,2017,4
2010,111,0,6,3,2728688000,2,77,292,952488118.7294856,23399314064.068954,False,2,2371,2020,1
2018,45,2,5,4,394230000,1,93,269,118358378.8919241,1849945946.1410024,True,1,2564,2020,7
2018,73,2,6,3,136338000,0,74,649,24422965.170300547,1327818787.4534009,True,2,9772,2018,2
2007,29,5,4,3,337984000,6,201,133,82189639.22029829,2605185216.1467247,True,0,17498,2018,1
2017,158,1,6,4,1514814000,3,75,839,400772753.8277224,12589163489.68059,False,2,1642,2024,11
2018,124,2,3,5,153178000,2,25,574,35178071.663368955,1488168275.2838328,True,1,1712,2019,1
2021,191,1,4,1,453984000,4,66,191,56265128.65985386,1863837000.77483,False,2,7247,2024,5
2017,63,4,4,0,99626000,2,173,386,28261269.6260326,338894832.11713046,False,2,317,2023,12
2017,126,4,2,3,2069650000,6,251,203,550073302.3790525,16493417320.065418,False,2,9239,2017,10
2019,49,5,1,3,165894000,0,0,790,27840750.855287462,463150698.16594297,False,2,8350,2019,12
2020,38,5,0,0,5238736000,1,30,285,2498992853.577847,42882377383.61163,False,2,12500,2019,3
2023,37,5,3,3,667662000,3,166,102,296125322.6077306,5234030426.073134,False,2,160,2015,9
2011,149,5,6,3,103762000,0,37,868,16718146.281916816,439181410.215727,True,0,13915,2019,8
2022,103,4,5,2,1488183000,5,17,566,92534170.90664364,5765637266.551189,False,2,10171,2021,3
2007,58,3,4,1,264830000,3,222,320,14623372.061298365,1594830062.352994,False,2,12743,2021,8
2021,189,3,6,2,339180000,2,179,141,44599965.85520075,1309413551.569619,True,1,6000,2017,6
2014,142,0,5,5,460194000,4,107,265,195623462.27780965,2786032122.447885,False,2,13172,2016,2
2011,155,0,4,3,63477000,2,74,140,28680403.47452273,464024351.9737631,False,2,3131,2023,10
2015,85,5,1,3,2017468000,1,148,106,299575668.2803899,6808391264.883163,False,2,18142,2023,8
2023,224,1,3,3,880559000,1,152,180,377018439.2692716,8102010210.581521,False,2,10947,2024,11
2021,213,1,4,3,501019000,6,152,766,63255441.58355786,1123756869.4924526,False,2,1345,2017,9
2010,178,0,4,4,114013000,6,253,618,31364435.15113965,776551741.7618233,False,2,2793,2024,8
2017,163,3,2,4,2300848000,4,185,207,354195181.55238384,21543727411.092594,False,2,8308,2019,4
2017,162,5,0,5,369184000,1,111,655,112019602.13296378,2310870242.7321115,False,2,14749,2018,6
2009,76,2,0,5,88646000,4,116,888,15729102.749522569,569252481.3933775,False,2,940,2018,8
2023,189,3,0,5,338476000,0,105,904,129926162.97842872,1058182889.0678506,True,1,1077,2018,5
2013,205,1,2,2,257012000,3,148,133,34049602.25892926,2166414280.071903,False,2,12080,2017,8
2007,237,4,1,3,454132000,3,19,578,79170540.56286359,1936023836.0776784,False,2,11914,2019,4
2011,235,2,2,6,37605000,5,60,229,16116465.838603912,211783809.12548164,False,2,11281,2018,3
2016,57,2,2,3,801040000,0,74,312,348603913.5494818,1659321993.1234398,False,2,13591,2019,8
2018,35,2,6,3,899303000,6,74,890,93732215.98850454,2604454195.270188,False,2,17975,2019,5
2020,70,2,4,5,481613000,0,74,81,83860382.28957279,3068109561.4229302,True,0,15738,2017,10
2013,215,4,0,4,657179000,4,142,585,117475455.12595163,2042679394.149616,False,2,18489,2018,12
2021,18,3,2,5,352040000,6,87,228,135297605.26286566,847899179.3661478,False,2,11228,2019,2
2016,214,0,0,4,918070000,2,149,563,425254447.51967424,4211082944.497889,False,2,326,2017,12
2019,240,3,2,2,236567000,5,0,964,94763308.8909683,661657552.5344036,False,2,7037,2024,7
2019,112,2,2,5,394026000,5,182,516,63639304.77287558,2447213862.981755,False,2,18117,2018,7
2016,175,4,4,4,1491931000,6,142,977,247411818.97249645,12504749440.03775,False,2,12474,2025,4
2021,24,5,1,3,251170000,6,111,712,16520590.5234634,1024907591.2099048,False,2,4655,2019,10
2017,119,3,1,1,349294000,0,185,966,101103160.65658297,2473051866.6877418,False,2,11254,2022,11
2015,146,1,3,3,3657948000,4,181,830,1304068660.339593,24117019850.14756,False,2,4507,2020,1
2020,81,3,1,3,472357000,4,74,135,168559935.33480594,4201393988.964161,False,2,16941,2016,8
2018,151,3,0,6,98101000,4,112,590,43008285.38035908,672488219.7389536,False,2,6767,2019,1
2014,155,0,6,5,145008000,4,73,331,11072623.600992655,511151090.6605778,False,2,6065,2023,7
2012,199,2,6,0,381138000,6,84,939,65847735.83177598,1365666802.5166306,False,2,9720,2019,11
2009,102,5,4,1,929101000,6,5,489,279190643.6267708,9054234055.652952,False,2,17569,2023,2
